"","indicatorName","year1960","year1961","year1962","year1963","year1964","year1965","year1966","year1967","year1968","year1969","year1970","year1971"
"1095","Empleos en agricultura (% del total de empleos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096","Multidimensional poverty headcount ratio, male (% of male population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097","Participación en el ingreso del 20% mejor remunerado de la población",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098","External health expenditure per capita (current US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099","Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100","Suicide mortality rate, female (per 100,000 female population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101","Personas que practican la defecación al aire libre, sector urbano (% de la población urbana)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1102","People using at least basic sanitation services, urban (% of urban population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103","Número de muertes maternas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104","Incidence of HIV, all (per 1,000 uninfected population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","Mortalidad provocada por enfermedades cardiovasculares, cáncer, diabetes o enfermedades respiratorias crónicas entre las edades exactas de 30 y 70 años (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","Número de muertes infantiles",23296,23220,23158,23117,23091,23092,23123,23177,23225,23251,23212,23059
"1107","Mujeres que creen que está justificado que un marido golpee a su esposa cuando descuida a los hijos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","Gasto por alumno, nivel secundario (% del PIB per cápita)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","Nivel de instrucción, al menos nivel de maestría o equivalente, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","Maestros capacitados en el ciclo superior de la educación de nivel secundario, varones (% de maestros varones)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","Inscripción escolar, nivel secundario (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5090293884277
"1112","Nivel de instrucción, al menos escuela de nivel posterior a la secundaria completa, población de más de 25 años, mujeres (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","Total de inscripciones, nivel primario (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.53869
"1114","Alumnos de mayor edad, nivel primario, (% de matrícula)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.93049
"1115","Educación de nivel primario, alumnos (% de mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.48577
"1116","Relación alumno-maestro, preescolar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.98561
"1117","Cobertura de los programas de seguro social en el cuarto quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","Cobertura de los beneficios por desempleo y los ALMP en el cuarto quintil (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","Transferencias corrientes netas del extranjero (UMN a precios constantes)",NA,NA,NA,NA,NA,35633072,33921140,44713016,44677540,38931372,60277612,60706668
"1120","Crecimiento per cápita del INB (% anual)",NA,1.82784510761307,1.99982840413666,-0.134576701788916,4.51017325022445,0.103197951660675,-3.20784691519012,1.65867968566593,-1.12499343593781,1.82248645111859,3.67257005956367,2.95630013781071
"1121","Ahorro interno bruto (US$ a precios actuales)",517591264.563794,429140037.24511,367952980.209405,441560065.70263,523145527.237823,550311797.463232,528466325.617848,535736810.797624,399764631.173599,587720729.809041,457746425.326445,448639059.619619
"1122","PIB a precios de mercado: series vinculadas (UMN actual)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","Exportaciones como capacidad para importar (UMN a precios constantes)",1254385984.74766,1193109361.08684,1425329835.21527,1341530145.06774,1393633804.45825,1451347558.48176,1619926453.52444,1738762935.99943,1846967064.21952,1636017633.60206,1744138315.01152,1834239345.08621
"1124","Ahorro ajustado: daño por emisión de partículas (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","Services, value added (constant 2010 US$)",5007822004.50728,5228894275.09896,5379232209.7114,5560389473.10743,6015252333.11233,6178888306.89555,6218720463.55599,6359988620.76121,6577016605.60883,6886604496.31884,7380398029.77151,7544618824.01408
"1126","Ahorro ajustado: consumo de capital fijo (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65630870293474,2.53930856638606
"1127","Medium and high-tech Industry (including construction) (% manufacturing value added)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","Industrialización, valor agregado (US$ a precios actuales)",407937996.006322,338551281.43458,295609578.649143,363303732.20235,482560094.90755,487026461.004347,532442231.508096,552678932.172926,547646519.835748,676144116.443658,663845220.845064,636045894.960208
"1129","Importaciones de bienes y servicios (% del PIB)",10.3640719922139,10.1516653685266,10.7943896253692,9.95697544232937,10.1444581483728,10.290481092282,11.114369199533,12.0315925734963,13.9182074148867,12.1023572054297,13.010025402533,16.6901086127357
"1130","Formación bruta de capital fijo (UMN a precios constantes)",2645667541.1084,2732531416.97117,2593843669.40723,2672757292.22493,2816450754.6691,2900959000,2932210000,3451557000,3654993000,3764536000,3755199000,4696063000
"1131","Gasto nacional bruto (UMN a precios actuales)",1730683361.85636,1622298292.00094,1509827973.57869,1818300896.1659,2272805453.71308,2417179000,2443410000,2601490000,2655172000,3222641000,2963240000,2921094000
"1132","Gasto de consumo final de los hogares (US$ a precios constantes de 2010)",6030710882.36791,6349658138.32071,6780136635.97776,6976519883.51096,7575699414.03361,7767468959.12221,7822039738.71291,8082166665.72501,8466812002.74366,8928106913.82716,9700100536.10369,10203647292.5253
"1133","Personal de las fuerzas armadas, total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","Suscripciones a telefonía fija (por cada 100 personas)",NA,NA,NA,NA,NA,0.915336,0.915336,0.915336,0.915336,0.915336,1.48285,1.48285
"1135","Nivel general de la capacidad estadística (escala 0 - 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Calificación de la política fiscal de la CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Solicitudes de diseño industrial, personas no residentes, por recuento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Impuestos laborales y contribuciones (% de ganancias comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Tiempo para salir de la insolvencia (años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Pérdidas por robo, asalto, vandalismo e incendio premeditado (% de ventas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Cobertura de agencias de información privadas (% de adultos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Primary government expenditures as a proportion of original approved budget (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Impuestos sobre la renta, las utilidades y las ganancias de capital (UMN a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Contribuciones sociales (% de la recaudación)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Tasa de interés de los depósitos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","Total de reservas (% del total de la deuda externa)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9674589819356
"1148","Extracción anual de agua dulce, total (en billones de metros cúbicos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Población que vive en zonas donde la elevación es inferior a 5 metros (% de la población total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","Emisiones de gas SF6 (miles de toneladas métricas de equivalente de CO2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","Emisiones de metano en el sector de energía (miles de toneladas métricas de equivalente de CO2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1826.39021066189,1583.32438502635
"1152","Emisiones de CO2 (kg por US$ del PIB de 2010)",0.173455339147639,0.154022917501339,0.139608586086477,0.156901647712903,0.174402903910943,0.179264335447829,0.191171558574987,0.195740000616515,0.230921669663297,0.254362319466011,0.283665091631156,0.263216114902176
"1153","Producción de energía eléctrica renovable (% de la producción total de electricidad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","Servicio de la deuda pública y con garantía pública (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.942739936091864,1.32142852253557
"1155","Asistencia oficial para el desarrollo (AOD) neta y ayuda oficial neta recibidas (US$ constantes de 2013)",44419998.1689453,76489997.8637695,86750000,106389999.389648,118910003.662109,134490005.493164,153149993.896484,162330001.831055,136610000.610352,104480003.356934,113699996.948242,116889999.389648
"1156","Flujos financieros netos, concesionario de bancos de desarrollo regional (BDR) (NFL, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4639000,4271000
"1157","Flujos oficiales netos de organismos de las Naciones Unidas, Organización Internacional del Trabajo (OIT) (USD a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1158","Deuda externa acumulada, a corto plazo (DOD, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06e+08,1.19e+08
"1159","Flujos de ayuda bilateral neta de donantes del Comité de Asistencia para el Desarrollo (CAD), República Eslovaca (USD a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1160","Ahorro ajustado: agotamiento de minerales (% del INB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00372371337738834,0.00357469989267829
"1161","Services, value added per worker (constant 2010 US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1162","Industrialización, valor agregado (US$ a precios constantes de 2010)",883436236.301086,917200493.967361,988068331.486684,1063203080.68911,1236847834.40137,1432383700.22694,1467698277.64499,1542102691.53068,1564427736.93742,1701227759.77014,1973943110.38963,2020942384.65623
"1163","Balanza comercial de bienes y servicios (UMN a precios actuales)",-14074191.786211,-19189461.109514,-8390000.08483601,-13195609.400773,-27912872.995076,-31275000,-15265000,-49118000,-74229000,-111966000,-102108000,-168194000
"1164","Cambios en inventarios (US$ a precios actuales)",277627195.846463,232423790.066581,194670829.23831,236081681.098221,311639163.8481,327059779.375842,269870365.058194,242662322.610967,89510907.9488344,256700051.736801,109131313.186289,104338015.471096
"1165","Gasto nacional bruto (UMN a precios constantes)",9006659321.02542,9458587275.57196,9722604352.49387,9955912418.29708,10781491781.297,11090461000,11075693000,11836381000,12273708000,12909843000,13771409000,14938969000
"1166","Gasto de consumo final de los hogares (UMN a precios constantes)",5113819473.78751,5384274934.24926,5749304756.98569,5915830477.60963,6423912528.1752,6586526000,6632800000,6853378000,7179543000,7570704000,8225326000,8652315000
"1167","Military expenditure (current USD)",22400000,18700000,18300000,17100000,20600000,23800000,22900000,25300000,29300000,39700000,30700000,29700000
"1168","Suscripciones a banda ancha fija (por cada 100 personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1169","Evaluación de los datos fuente de la capacidad estadística (escala 0 - 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170","Calificación de formación de recursos humanos de las Evaluaciones de las políticas e instituciones nacionales: CPIA (1=bajo a 6=alto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1171","Artículos en publicaciones científicas y técnicas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1172","Otros impuestos que pagan las empresas (% de las ganancias comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1173","Tiempo necesario para hacer cumplir un contrato (días)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1174","Porcentaje de empresas con manager mujer (promedio entre empresas que reportan)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1175","Tiempo promedio para que las exportaciones pasen por aduana (días)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1176","Índice de Capital Humano, femenino (escala de 0 a 1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1177","Impuestos sobre la renta, las utilidades y las ganancias de capital (% del total de impuestos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1178","Recaudación, excluidas las donaciones (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1179","Gasto en investigación y desarrollo (% del PIB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","Diferencial de tasas de interés (tasa activa menos tasa pasiva, %)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1181","Total de reservas menos oro (US$ a precios actuales)",20750000,19100000,24200000,32900000,40400000,34800000,50100000,5.2e+07,31100000,42900000,55220000,37137153.2529582
"1182","Recursos de agua dulce  internos renovables, total (billones de metros cúbicos)",NA,NA,442.4,NA,NA,NA,NA,442.4,NA,NA,NA,NA
"1183","Población de la ciudad con más habitantes",456225,482874,511121,536214,559197,583097,608054,634080,661257,689520,719032,749808
"1184","Puntuación del progreso en la reducción de los riesgos de desastres (escala de 1 a 5; 5= óptima)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1185","Emisiones de metano (kt de equivalente de CO2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6620.78,6037.87
"1186","Emisiones de CO2 del consumo de combustible líquido (% del total)",1664.818,1536.473,1459.466,1668.485,2002.182,2115.859,2233.203,2398.218,2867.594,2970.27,3472.649,3670.667
"1187","Producción de electricidad a partir de fuentes renovables, excluida la hidroeléctrica (% del total)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1188","PGP, multilateral (TSD, US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7680000,8995000
"1189","Ayuda oficial neta recibida (US$ constantes de 2014)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1190","Flujos oficiales netos procedentes de organismos de las Naciones Unidas, ONUSIDA (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1191","FMI, en condiciones no concesionarias (FLN, US$)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500000,-8274956.3
"1192","Deuda a corto plazo (% de las exportaciones de bienes, servicios e ingresos primario)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1193","Flujos de ayuda bilateral neta de donantes del CAD, Suecia (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","Flujos de ayuda bilateral neta de donantes del CAD, Reino Unido (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,319999.992847443,409999.996423721,519999.980926514,219999.998807907,250000,379999.995231628
"1195","Compañías nacionales que cotizan en Bolsa, total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1196","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","Servicios de viaje (% de las exportaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1198","Mercaderías exportadas hacia economías en desarrollo fuera de la región (% del total de mercaderías exportadas)",0.214362272240086,0.103626943005181,0.342465753424658,0.0770416024653313,0.0771010023130301,0.287944229749185,3.47122817062697,6.13574546144601,2.14662636405554,2.12542639727106,0.332857822158821,0.982608294505697
"1199","Servicios de transporte (% de las importaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1200","Importaciones de mercadería desde economías del mundo árabe (% del total de importaciones de mercadería)",NA,NA,NA,NA,NA,0.0423242033980289,0.0172294968986906,0.00933619643357296,0.00782840144042586,0.0991858494854734,0.00730353491089687,0.0527518902760682
"1201","Cobertura obligatoria, productos primarios (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","Cobertura obligatoria, productos manufacturados (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1203","Crecimiento de la población urbana (% anual)",NA,4.55253876250158,4.55666241084282,4.41049812491383,4.32399490244214,4.32837852331892,4.33579133282935,4.33103377304506,4.32618770499793,4.29919395628201,4.27778748743538,4.24413677984206
"1204","Investigadores dedicados a investigación y desarrollo (por cada millón de personas)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1205","Población de 65 años de edad y más, mujeres (% del total)",5.18965431497839,5.14944122720288,5.09013648972321,5.02033202911627,4.94980270715748,4.88260908283771,4.83189454443633,4.78155108614708,4.73048145362161,4.67693506417436,4.62032761498869,4.58302866840687
"1206","Población de 30 a 34 años, varones (% de la población masculina)",5.90439125754751,5.89989075226944,5.88543534477564,5.86562132066691,5.84748788894241,5.83360703560083,5.80681130061563,5.78245942717297,5.76583256746595,5.76363295329538,5.7790189778914,5.80086293091166
"1207","Población de 5 a 9 años, varones (% de la población masculina)",14.8399807171206,15.1003120019369,15.1835754674211,15.1000132794031,14.9288505989971,14.772995842897,14.7346405093531,14.7248887436832,14.7338958977358,14.7355027096081,14.6979387837479,14.70230413454
"1208","Supervivencia hasta los 65 años, mujeres (% de la cohorte)",52.1477346,53.0322378,53.916741,54.6567516,55.3967622,56.1367728,56.8767834,57.616794,58.4543868,59.2919796,60.1295724,60.9671652
"1209","Prevalence of severe food insecurity in the population (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1210","Desempleo, mujeres (% de la población activa femenina) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1211","Desempleo, varones jóvenes (% de la población activa masculina entre 15 y 24 años de edad) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1212","Proporcin de tasas de participacin laboral femenina y masculina (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213","Tasa de participación en la fuerza laboral, de 15 a 24 años, varones (%) (estimación nacional)",NA,NA,86.2399978637695,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1214","Niños económicamente activos, varones (% de niños entre los 7 y 14 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1215","Empleo informal, mujeres (% del total del empleo no agrícola)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1216","Empleo vulnerable, mujeres (% del empleo femenino)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1217","Relación empleo y población, edades entre 15 y 24 años, varones (%) (estimación modelado OIT)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1218","Poverty gap at $5.50 a day (2011 PPP) (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1219","Participación en el ingreso del 20% peor remunerado de la población",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1220","Domestic general government health expenditure (% of general government expenditure)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1221","Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1222","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1223","Prevalencia de obesidad mujeres (% de niños menores a 5)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1224","Bebés con bajo peso al nacer (% de nacimientos)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1225","Prevalence of current tobacco use (% of adults)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1226","Cobertura de la terapia antirretroviral para la prevención de la transmisión de madre a hijo (% de mujeres embarazadas que viven con el VIH)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1227","People using at least basic drinking water services, urban (% of urban population)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1228","Número de muertes de recién nacidos",12034,12105,12200,12275,12311,12284,12253,12210,12158,12086,11990,11863
"1229","Consumo de alcohol total per cápita (litros de alcohol puro, estimaciones previstas, mayores de 15 años)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1230","Gasto público en educación, total (% del gasto del gobierno)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1231","Nivel de instrucción, al menos escuela terciaria de ciclo corto finalizada, población de más de 25 años, total (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1232","Educación de nivel secundario, maestras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5141
"1233","Inscripción escolar, nivel secundario, mujeres (% neto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1234","Nivel de instrucción, al menos ciclo superior de la escuela secundaria completo, población de más de 25 años, varones (%) (acumulativo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1235","Niños que no asisten a la escuela, nivel primario, mujeres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104133
"1236","Perseverancia en la escuela hasta el quinto grado, total (% de la cohorte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0665817260742
"1237","Inscripción escolar, nivel primario, varones (% bruto)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9374313354492
"1238","Maestros capacitados en educación de nivel preescolar, mujeres (% de maestras mujeres)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1239","Proporción de mujeres con respecto a varones de jóvenes alfabetizados (% de jóvenes entre 15 y 24 años de edad)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1240","Cobertura de los programas de medidas de protección social (% de la población)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1241","Factor de conversión de PPA, PIB (UMN por $ a precios internacionales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1242","Ahorro bruto (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1243","INB, método Atlas (US$ a precios actuales)",NA,NA,1828160459.88655,1749123863.49362,1944553377.19492,2262322168.63254,2419903706.452,2583205315.62029,2673951704.98414,2952248350.82375,3132279752.78787,3192852152.24165
"1244","PIB, PPA ($ a precios internacionales actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1245","Índice de deflación del PIB (el año base varía según el país)",20.875082231853,18.5119304535215,16.6618915701033,19.6086179794376,22.457315121832,23.1298170072845,23.6195108465737,23.7312754101254,23.5472997785264,27.1142924509183,23.3355414484855,21.1235723997802
"1246","Ahorro ajustado: ahorro nacional neto (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1247","Ahorro ajustado: gasto en educación (US$ actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45332642.6555834,46214553.4083218
"1248","Industria, valor agregado (% de crecimiento anual)",NA,8.02243241623198,0.5399531122318,5.18763091274191,14.6120783242488,10.5446030663172,-2.14675129408795,8.68075232382512,1.11257648365888,6.14919852861797,8.26087730971533,16.767583860078
"1249","Agricultura, valor agregado (US$ a precios constantes de 2010)",1565699604.30512,1649776878.841,1791640162.91133,1802320989.31816,1811358611.66241,1789996958.84874,1799751387.84833,1858634748.16419,1803123154.73413,1866236203.23549,1942731462.23231,1927384203.42658
"1250","Formación bruta de capital (UMN a precios constantes)",3000840659.73791,3099974767.28423,2966791558.96972,3058995318.57207,3256359575.23723,3334100000,3258896000,3727755000,3758060000,3890333000,4047689000,4772329000
"1251","Exportaciones de bienes y servicios (% del PIB)",9.54757459967307,8.95749302325059,10.2414994773775,9.23332167612188,8.90005389015163,8.97965718654229,10.4856999890863,10.1071865699827,11.0421655960631,8.502945502182,9.44122815724685,10.5804061171855
"1252","Gasto de consumo final (UMN a precios actuales)",1292608426.34811,1213735789.22047,1149703876.98373,1382121601.65245,1720176394.84889,1835856000,1899932000,2016892000,2181370000,2523236000,2403605000,2304476000
"1253","Gasto de consumo final del gobierno general (US$ a precios constantes de 2010)",1135301674.3432,1240098751.97488,1281044058.26267,1248688676.37092,1401589330.62043,1488920228.64682,1506945068.28497,1597630554.02554,1700542180.81709,1843983605.19636,1907097271.90845,1927373625.55027
"1254","Servicios de transporte (% de las exportaciones de servicios comerciales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1255","Mercaderías exportadas hacia economías de ingreso alto (% del total de mercaderías exportadas)",87.6741693461951,89.3264248704663,92.1232876712329,92.0647149460709,88.5890516576716,86.0422823368947,83.0518179215574,80.9032829400974,78.5183667196065,79.9462083442666,76.8473609129815,75.2687179960327
"1256","Importaciones de servicios comerciales (US$ a precios actuales)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1257","Importaciones de minerales y metales (% de importaciones de mercaderías)",NA,NA,1.39367180214422,1.75629489530737,1.62306655018254,1.481436614054,1.03921201948968,1.20527092427117,1.29709476952487,1.28299881671471,1.71742551334447,1.46124255215559
"1258","Tasa arancelaria, nación más favorecida, promedio ponderado, todos los productos (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259","Índice del volumen de las importaciones (2000 = 100)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1260","Población rural (% de la población total)",66.122,65.534,64.94,64.394,63.878,63.36,62.838,62.314,61.785,61.256,60.722,60.187
"1261","Crecimiento de la población (% anual)",NA,2.83178595587424,2.84789232984374,2.86517490580467,2.88520078650883,2.90454649504005,2.92117308773965,2.9308355729224,2.93224543654319,2.92440673018046,2.90890109272988,2.89124592626552
"1262","Población de 65 años de edad y más, mujeres",117920,120310,122303,124076,125857,127750,130112,132527,134956,137336,139633,142531
"1263","Población de 30 a 34 años, mujeres (% de la población femenina)",5.85697731682725,5.85750544648322,5.84722889861388,5.83061902430537,5.81452467035597,5.80180085146587,5.77538256088331,5.7502222517275,5.73244366613364,5.72976989585735,5.7456872519353,5.76940514615234
"1264","Población de 5 a 9 años, mujeres (% de la población femenina)",14.5053302661326,14.7737301882835,14.865705682459,14.7908734477861,14.6281837141867,14.4808439288817,14.4467749614338,14.4395432005403,14.4500582214181,14.4526065971429,14.4163499765895,14.4196382349177
"1265","Tasa de fertilidad, total (nacimientos por cada mujer)",6.721,6.7,6.676,6.646,6.61,6.564,6.507,6.436,6.351,6.252,6.138,6.011
"1266","Consumo de sal iodada (% de hogares)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
